Customer_ID,Customer_Name,Industry,Region,City,Credit_Limit,Sales_Manager,Customer_Segment,Risk_Base_Score,Customer_Credit_Rating,Customer_Status
CUST0249,Beta Solutions,Healthcare,North,Delhi,2000000,R. Singh,SME,17,A,Active
CUST0250,Alpha Traders,Pharma,South,Pune,1500000,A. Sharma,SME,58,C,Active
CUST0251,Vertex Pharma,Pharma,East,Hyderabad,2000000,K. Gupta,Mid-Market,79,D,Active
CUST0252,Vertex Logistics,FMCG,West,Chennai,500000,A. Sharma,Enterprise,52,C,Active
CUST0253,Alpha Pharma,FMCG,South,Hyderabad,1000000,P. Mehta,SME,22,A,Active
CUST0254,Beta Enterprises,Healthcare,West,Pune,2000000,P. Mehta,SME,68,C,Active
CUST0255,Global Foods,IT Services,South,Delhi,2000000,N. Verma,Mid-Market,38,B,Active
CUST0256,Apex Pharma,Automotive,South,Chennai,500000,V. Rao,SME,65,C,Active
CUST0257,Vertex Retail,Healthcare,North,Pune,1000000,A. Sharma,SME,53,C,Active
CUST0258,Prime Solutions,Retail,East,Delhi,1000000,N. Verma,Enterprise,41,B,Active
CUST0259,Nova Logistics,IT Services,West,Hyderabad,750000,K. Gupta,Mid-Market,42,B,Active
CUST0260,Prime Solutions,FMCG,West,Pune,750000,S. Kapoor,SME,56,C,Active
CUST0261,Beta Foods,Pharma,South,Delhi,1000000,K. Gupta,Mid-Market,18,A,Active
CUST0262,Prime Enterprises,Pharma,North,Mumbai,500000,N. Verma,Enterprise,75,D,Active
CUST0263,Delta Traders,Construction,North,Mumbai,750000,R. Singh,Mid-Market,18,A,Active
CUST0264,Vertex Retail,Retail,South,Delhi,500000,N. Verma,Mid-Market,25,A,Active
CUST0265,Zenith Foods,Construction,North,Delhi,3000000,N. Verma,SME,55,C,Active
CUST0266,Apex Foods,Construction,North,Mumbai,750000,P. Mehta,Mid-Market,18,A,Active
CUST0267,Vertex Solutions,FMCG,South,Bengaluru,1500000,P. Mehta,Mid-Market,26,A,Active
CUST0268,Nova Solutions,Construction,West,Delhi,500000,S. Kapoor,SME,80,D,Active
CUST0269,Zenith Retail,IT Services,East,Kolkata,1500000,A. Sharma,Enterprise,38,B,Active
CUST0270,Prime Foods,FMCG,South,Pune,250000,V. Rao,SME,67,C,Active
CUST0271,Prime Retail,IT Services,North,Delhi,250000,K. Gupta,SME,68,C,Active
CUST0272,Alpha Traders,Construction,North,Pune,750000,P. Mehta,SME,73,D,Active
CUST0273,Vertex Logistics,Manufacturing,South,Chennai,750000,A. Sharma,Mid-Market,76,D,Active
CUST0274,Gamma Enterprises,FMCG,South,Mumbai,250000,P. Mehta,Mid-Market,15,A,Active
CUST0275,Zenith Enterprises,Pharma,South,Jaipur,3000000,A. Sharma,Enterprise,21,A,Active
CUST0276,Global Enterprises,Retail,South,Pune,3000000,S. Kapoor,SME,39,B,Active
CUST0277,Delta Solutions,IT Services,West,Mumbai,1000000,N. Verma,SME,80,D,Active
CUST0278,Prime Retail,Manufacturing,East,Kolkata,250000,V. Rao,SME,54,C,Active
CUST0279,Gamma Traders,Healthcare,East,Kolkata,500000,S. Kapoor,SME,66,C,Active
CUST0280,Global Industries,Pharma,North,Bengaluru,3000000,K. Gupta,Enterprise,60,C,Active
CUST0281,Apex Traders,Pharma,East,Hyderabad,2000000,P. Mehta,SME,27,A,Active
CUST0282,Global Solutions,IT Services,West,Mumbai,2000000,N. Verma,Mid-Market,38,B,Active
CUST0283,Prime Enterprises,Automotive,West,Delhi,500000,R. Singh,Enterprise,44,B,Active
CUST0284,Apex Enterprises,Retail,South,Delhi,1500000,P. Mehta,Enterprise,43,B,Active
CUST0285,Nova Industries,Construction,West,Kolkata,1000000,R. Singh,Enterprise,62,C,Active
CUST0286,Delta Enterprises,Manufacturing,South,Chennai,250000,R. Singh,SME,72,D,Active
CUST0287,Alpha Enterprises,Healthcare,South,Kolkata,250000,A. Sharma,Enterprise,63,C,Active
CUST0288,Gamma Retail,Construction,North,Bengaluru,500000,P. Mehta,Enterprise,55,C,Active
CUST0289,Gamma Logistics,Manufacturing,West,Pune,1500000,K. Gupta,Enterprise,20,A,Active
CUST0290,Nova Solutions,Pharma,West,Chennai,3000000,R. Singh,Enterprise,67,C,Active
CUST0291,Global Retail,Manufacturing,West,Chennai,1500000,A. Sharma,Mid-Market,73,D,Active
CUST0292,Apex Enterprises,Construction,East,Bengaluru,2000000,N. Verma,Enterprise,44,B,Active
CUST0293,Delta Pharma,Manufacturing,East,Jaipur,750000,P. Mehta,Enterprise,64,C,Active
CUST0294,Vertex Pharma,Construction,South,Bengaluru,500000,S. Kapoor,Enterprise,35,B,Active
CUST0295,Nova Industries,Pharma,West,Delhi,1500000,R. Singh,SME,37,B,Active
CUST0296,Beta Traders,Manufacturing,North,Bengaluru,2000000,S. Kapoor,SME,57,C,Active
CUST0297,Vertex Industries,Pharma,East,Delhi,1000000,S. Kapoor,Enterprise,24,A,Active
CUST0298,Delta Pharma,Construction,East,Delhi,2000000,V. Rao,Mid-Market,44,B,Active
CUST0299,Global Enterprises,Manufacturing,East,Chennai,2000000,N. Verma,Enterprise,19,A,Inactive
CUST0300,Apex Solutions,Manufacturing,South,Mumbai,750000,K. Gupta,Mid-Market,53,C,Inactive
CUST0301,Beta Retail,Manufacturing,West,Kolkata,1500000,P. Mehta,Mid-Market,60,C,Active
CUST0302,Gamma Solutions,Construction,North,Mumbai,1000000,N. Verma,Mid-Market,71,D,Active
CUST0303,Prime Industries,IT Services,East,Jaipur,1500000,K. Gupta,Mid-Market,54,C,Active
CUST0304,Global Logistics,FMCG,North,Chennai,3000000,N. Verma,Enterprise,44,B,Active
CUST0305,Alpha Solutions,FMCG,West,Kolkata,250000,N. Verma,SME,48,B,Active
CUST0306,Alpha Enterprises,Pharma,South,Kolkata,1000000,P. Mehta,SME,76,D,Active
CUST0307,Nova Industries,Retail,East,Delhi,1000000,A. Sharma,Enterprise,55,C,Active
CUST0308,Vertex Solutions,Automotive,South,Delhi,750000,R. Singh,Enterprise,80,D,Active
CUST0309,Apex Industries,Retail,North,Chennai,3000000,A. Sharma,SME,77,D,Active
CUST0310,Global Logistics,Automotive,North,Jaipur,500000,S. Kapoor,Mid-Market,63,C,Active
CUST0311,Global Traders,FMCG,West,Chennai,1000000,S. Kapoor,Mid-Market,34,B,Active
CUST0312,Prime Industries,Healthcare,South,Pune,250000,S. Kapoor,Mid-Market,41,B,Active
CUST0313,Prime Enterprises,IT Services,North,Delhi,1500000,R. Singh,SME,53,C,Active
CUST0314,Nova Enterprises,Manufacturing,North,Delhi,250000,V. Rao,Enterprise,74,D,Active
CUST0315,Zenith Foods,Construction,West,Mumbai,750000,S. Kapoor,Mid-Market,71,D,Active
CUST0316,Beta Enterprises,Automotive,East,Hyderabad,1000000,S. Kapoor,SME,18,A,Active
CUST0317,Gamma Solutions,Manufacturing,North,Bengaluru,3000000,K. Gupta,Mid-Market,58,C,Active
CUST0318,Apex Pharma,Retail,South,Delhi,2000000,K. Gupta,Mid-Market,40,B,Active
CUST0319,Alpha Industries,IT Services,South,Delhi,750000,N. Verma,Enterprise,22,A,Active
CUST0320,Beta Traders,Automotive,West,Pune,500000,P. Mehta,SME,58,C,Active
CUST0321,Beta Foods,Retail,South,Hyderabad,500000,R. Singh,SME,64,C,Active
CUST0322,Gamma Foods,Automotive,South,Delhi,750000,P. Mehta,Enterprise,64,C,Active
CUST0323,Delta Pharma,IT Services,North,Chennai,500000,A. Sharma,Mid-Market,50,B,Active
CUST0324,Global Logistics,Retail,West,Bengaluru,1500000,K. Gupta,Mid-Market,65,C,Active
CUST0325,Delta Retail,Construction,North,Kolkata,1000000,K. Gupta,Mid-Market,77,D,Active
CUST0326,Global Pharma,Pharma,West,Bengaluru,500000,P. Mehta,Enterprise,39,B,Active
CUST0327,Prime Traders,Healthcare,East,Mumbai,500000,A. Sharma,SME,43,B,Active
CUST0328,Delta Logistics,Healthcare,West,Mumbai,1500000,V. Rao,SME,18,A,Active
CUST0329,Vertex Foods,Pharma,East,Bengaluru,2000000,S. Kapoor,Mid-Market,46,B,Active
CUST0330,Gamma Pharma,Retail,East,Kolkata,1000000,A. Sharma,Mid-Market,70,C,Active
CUST0331,Apex Retail,Automotive,East,Bengaluru,250000,S. Kapoor,Enterprise,73,D,Active
CUST0332,Alpha Logistics,Healthcare,East,Chennai,1000000,P. Mehta,Mid-Market,67,C,Active
CUST0333,Nova Foods,Construction,North,Kolkata,500000,V. Rao,SME,46,B,Active
CUST0334,Delta Logistics,IT Services,East,Chennai,1500000,K. Gupta,SME,59,C,Active
CUST0335,Vertex Logistics,Retail,North,Bengaluru,500000,K. Gupta,Enterprise,21,A,Active
CUST0336,Global Solutions,Healthcare,West,Mumbai,1000000,P. Mehta,Mid-Market,38,B,Active
CUST0337,Delta Pharma,Construction,East,Bengaluru,2000000,R. Singh,SME,28,A,Active
CUST0338,Nova Enterprises,Construction,North,Mumbai,250000,S. Kapoor,SME,68,C,Active
CUST0339,Vertex Solutions,FMCG,West,Pune,1500000,N. Verma,Mid-Market,45,B,Active
CUST0340,Apex Pharma,Retail,South,Pune,1500000,R. Singh,Enterprise,41,B,Active
CUST0341,Zenith Retail,Retail,West,Chennai,500000,K. Gupta,Enterprise,23,A,Active
CUST0342,Apex Logistics,Pharma,North,Bengaluru,1500000,A. Sharma,Enterprise,73,D,Active
CUST0343,Apex Solutions,Construction,East,Chennai,250000,R. Singh,SME,70,C,Active
CUST0344,Delta Pharma,Retail,West,Chennai,250000,A. Sharma,Mid-Market,36,B,Active
CUST0345,Nova Traders,Pharma,North,Jaipur,500000,S. Kapoor,Enterprise,56,C,Active
CUST0346,Global Industries,Healthcare,South,Jaipur,1500000,P. Mehta,SME,28,A,Active
CUST0347,Global Enterprises,Automotive,North,Kolkata,3000000,V. Rao,Enterprise,76,D,Active
CUST0348,Global Traders,Manufacturing,West,Delhi,3000000,P. Mehta,SME,71,D,Active
CUST0349,Beta Traders,Retail,North,Mumbai,250000,A. Sharma,Mid-Market,47,B,Active
CUST0350,Global Foods,Healthcare,North,Bengaluru,1000000,S. Kapoor,Mid-Market,30,A,Active
CUST0351,Global Retail,Automotive,South,Delhi,1500000,V. Rao,Mid-Market,58,C,Active
CUST0352,Delta Solutions,Healthcare,South,Pune,3000000,P. Mehta,Enterprise,48,B,Active
CUST0353,Delta Foods,FMCG,South,Kolkata,2000000,S. Kapoor,Enterprise,17,A,Active
CUST0354,Delta Enterprises,Automotive,South,Pune,500000,V. Rao,SME,76,D,Active
CUST0355,Apex Retail,FMCG,South,Delhi,2000000,V. Rao,Enterprise,76,D,Active
CUST0356,Apex Solutions,Manufacturing,North,Kolkata,250000,V. Rao,SME,16,A,Active
CUST0357,Nova Pharma,Retail,South,Pune,3000000,N. Verma,Mid-Market,44,B,Active
CUST0358,Delta Traders,FMCG,North,Kolkata,750000,S. Kapoor,Enterprise,32,B,Active
CUST0359,Gamma Logistics,FMCG,South,Hyderabad,750000,S. Kapoor,SME,53,C,Active
CUST0360,Alpha Traders,FMCG,South,Jaipur,750000,K. Gupta,Enterprise,61,C,Active
CUST0361,Nova Traders,Construction,North,Mumbai,1000000,R. Singh,Mid-Market,38,B,Active
CUST0362,Delta Traders,Manufacturing,North,Kolkata,3000000,P. Mehta,SME,30,A,Active
CUST0363,Gamma Foods,Pharma,South,Kolkata,1000000,P. Mehta,Mid-Market,18,A,Active
CUST0364,Vertex Solutions,Pharma,West,Kolkata,1000000,S. Kapoor,Enterprise,57,C,Active
CUST0365,Delta Enterprises,IT Services,South,Mumbai,3000000,R. Singh,SME,28,A,Active
CUST0366,Beta Retail,IT Services,East,Hyderabad,750000,V. Rao,SME,34,B,Active
CUST0367,Zenith Retail,Retail,East,Pune,750000,K. Gupta,Mid-Market,51,C,Active
CUST0368,Apex Pharma,IT Services,North,Pune,3000000,A. Sharma,SME,63,C,Active
CUST0369,Delta Retail,Retail,North,Kolkata,3000000,P. Mehta,Enterprise,66,C,Active
CUST0370,Vertex Pharma,Retail,North,Delhi,3000000,K. Gupta,SME,45,B,Active
CUST0371,Global Pharma,Healthcare,North,Pune,1500000,P. Mehta,Enterprise,72,D,Active
CUST0372,Gamma Pharma,Manufacturing,East,Kolkata,3000000,K. Gupta,SME,33,B,Active
CUST0373,Gamma Industries,IT Services,North,Jaipur,500000,V. Rao,Mid-Market,31,B,Active
CUST0374,Gamma Foods,FMCG,North,Pune,1000000,K. Gupta,Enterprise,44,B,Active
CUST0375,Delta Foods,FMCG,West,Kolkata,750000,R. Singh,Mid-Market,19,A,Active
CUST0376,Delta Enterprises,Pharma,West,Bengaluru,2000000,A. Sharma,Enterprise,30,A,Active
CUST0377,Nova Enterprises,IT Services,East,Pune,2000000,N. Verma,Enterprise,73,D,Active
CUST0378,Beta Traders,Healthcare,North,Chennai,500000,N. Verma,SME,43,B,Active
CUST0379,Alpha Enterprises,Manufacturing,North,Chennai,250000,A. Sharma,Mid-Market,48,B,Active
CUST0380,Nova Logistics,Retail,South,Chennai,2000000,V. Rao,Enterprise,67,C,Active
CUST0381,Gamma Foods,Retail,South,Mumbai,750000,A. Sharma,Enterprise,75,D,Active
CUST0382,Prime Industries,FMCG,South,Kolkata,2000000,S. Kapoor,Mid-Market,22,A,Active
CUST0383,Global Pharma,Healthcare,East,Delhi,1000000,A. Sharma,Mid-Market,33,B,Active
CUST0384,Zenith Industries,FMCG,East,Delhi,500000,N. Verma,SME,68,C,Active
CUST0385,Apex Industries,Construction,North,Delhi,3000000,A. Sharma,Mid-Market,75,D,Active
CUST0386,Alpha Pharma,FMCG,West,Bengaluru,1500000,P. Mehta,SME,46,B,Active
CUST0387,Global Logistics,Automotive,East,Delhi,750000,R. Singh,Mid-Market,21,A,Active
CUST0388,Beta Traders,Construction,South,Chennai,250000,V. Rao,SME,39,B,Active
CUST0389,Delta Industries,Healthcare,North,Mumbai,750000,P. Mehta,Mid-Market,50,B,Active
CUST0390,Gamma Industries,Construction,East,Hyderabad,750000,K. Gupta,Enterprise,80,D,Active
CUST0391,Apex Enterprises,Retail,East,Jaipur,250000,N. Verma,Enterprise,75,D,Active
CUST0392,Nova Pharma,FMCG,North,Kolkata,1500000,K. Gupta,Mid-Market,48,B,Active
CUST0393,Delta Foods,IT Services,East,Bengaluru,3000000,N. Verma,SME,77,D,Active
CUST0394,Gamma Logistics,IT Services,North,Kolkata,1500000,S. Kapoor,Enterprise,67,C,Active
CUST0395,Delta Logistics,Healthcare,East,Delhi,2000000,A. Sharma,Mid-Market,62,C,Inactive
CUST0396,Vertex Solutions,Healthcare,North,Mumbai,2000000,A. Sharma,Mid-Market,30,A,Active
CUST0397,Prime Industries,Pharma,East,Kolkata,2000000,K. Gupta,Enterprise,53,C,Inactive
CUST0398,Nova Pharma,Manufacturing,East,Chennai,1500000,V. Rao,SME,32,B,Active
CUST0399,Prime Retail,Automotive,West,Delhi,1000000,S. Kapoor,Mid-Market,76,D,Active
CUST0400,Delta Retail,FMCG,West,Jaipur,1500000,K. Gupta,Enterprise,76,D,Active
CUST0401,Global Traders,Automotive,South,Hyderabad,500000,P. Mehta,SME,28,A,Active
CUST0402,Delta Retail,FMCG,West,Chennai,3000000,S. Kapoor,Enterprise,44,B,Active
CUST0403,Global Traders,FMCG,East,Delhi,250000,N. Verma,Mid-Market,64,C,Active
CUST0404,Global Pharma,Construction,West,Chennai,2000000,A. Sharma,Enterprise,22,A,Active
CUST0405,Prime Traders,Retail,North,Bengaluru,2000000,V. Rao,Enterprise,70,C,Active
CUST0406,Vertex Industries,Healthcare,East,Jaipur,250000,S. Kapoor,Mid-Market,73,D,Active
CUST0407,Nova Retail,IT Services,South,Chennai,2000000,P. Mehta,Mid-Market,72,D,Active
CUST0408,Beta Enterprises,Automotive,South,Jaipur,1500000,N. Verma,Enterprise,39,B,Active
CUST0409,Alpha Traders,Construction,South,Hyderabad,500000,K. Gupta,Enterprise,16,A,Active
CUST0410,Gamma Retail,Pharma,South,Hyderabad,1000000,S. Kapoor,SME,15,A,Active
CUST0411,Vertex Foods,Retail,South,Jaipur,2000000,S. Kapoor,Mid-Market,21,A,Active
CUST0412,Alpha Pharma,Retail,East,Mumbai,750000,N. Verma,SME,71,D,Active
CUST0413,Beta Enterprises,Retail,South,Jaipur,250000,V. Rao,Enterprise,24,A,Active
CUST0414,Global Logistics,Construction,South,Pune,2000000,N. Verma,Enterprise,76,D,Active
CUST0415,Vertex Pharma,Construction,West,Bengaluru,250000,P. Mehta,SME,61,C,Active
CUST0416,Vertex Enterprises,Manufacturing,East,Hyderabad,3000000,R. Singh,Mid-Market,58,C,Active
CUST0417,Nova Industries,FMCG,East,Bengaluru,1000000,R. Singh,Enterprise,28,A,Active
CUST0418,Nova Pharma,FMCG,East,Mumbai,250000,A. Sharma,Enterprise,58,C,Inactive
CUST0419,Nova Enterprises,Construction,South,Kolkata,500000,A. Sharma,Mid-Market,77,D,Inactive
CUST0420,Beta Logistics,Manufacturing,East,Hyderabad,1000000,N. Verma,Mid-Market,48,B,Active
CUST0421,Delta Pharma,Retail,South,Pune,3000000,A. Sharma,Mid-Market,19,A,Active
CUST0422,Alpha Foods,Construction,East,Pune,2000000,V. Rao,Mid-Market,45,B,Active
CUST0423,Beta Pharma,IT Services,South,Chennai,2000000,A. Sharma,SME,62,C,Active
CUST0424,Zenith Pharma,IT Services,East,Jaipur,500000,A. Sharma,SME,62,C,Active
CUST0425,Global Pharma,Retail,North,Mumbai,250000,S. Kapoor,SME,76,D,Active
CUST0426,Gamma Foods,Healthcare,North,Kolkata,1000000,A. Sharma,SME,23,A,Active
CUST0427,Prime Industries,FMCG,West,Pune,3000000,K. Gupta,Mid-Market,38,B,Active
CUST0428,Prime Enterprises,Healthcare,South,Chennai,1500000,S. Kapoor,Enterprise,58,C,Active
CUST0429,Zenith Solutions,Automotive,South,Kolkata,500000,A. Sharma,Mid-Market,34,B,Active
CUST0430,Zenith Retail,FMCG,South,Delhi,1000000,A. Sharma,SME,32,B,Active
CUST0431,Alpha Industries,Construction,West,Pune,250000,R. Singh,Mid-Market,18,A,Active
CUST0432,Nova Industries,Pharma,West,Chennai,1500000,R. Singh,Mid-Market,46,B,Active
CUST0433,Global Industries,Retail,South,Jaipur,500000,N. Verma,SME,70,C,Active
CUST0434,Nova Foods,Automotive,South,Hyderabad,1500000,R. Singh,SME,27,A,Active
CUST0435,Delta Industries,FMCG,South,Hyderabad,500000,A. Sharma,SME,38,B,Active
CUST0436,Vertex Retail,Automotive,North,Bengaluru,3000000,P. Mehta,Enterprise,74,D,Active
CUST0437,Alpha Logistics,IT Services,North,Jaipur,3000000,A. Sharma,SME,24,A,Active
CUST0438,Apex Enterprises,Pharma,South,Hyderabad,2000000,V. Rao,Enterprise,41,B,Active
CUST0439,Alpha Traders,Automotive,East,Delhi,1000000,A. Sharma,SME,30,A,Active
CUST0440,Vertex Industries,Retail,West,Hyderabad,3000000,V. Rao,Mid-Market,52,C,Active
CUST0441,Zenith Traders,Construction,South,Bengaluru,500000,V. Rao,SME,51,C,Active
CUST0442,Alpha Logistics,Automotive,West,Delhi,500000,K. Gupta,SME,74,D,Active
CUST0443,Alpha Enterprises,Pharma,South,Kolkata,250000,P. Mehta,Mid-Market,29,A,Active
CUST0444,Vertex Pharma,FMCG,North,Mumbai,500000,A. Sharma,SME,80,D,Active
CUST0445,Alpha Foods,Retail,North,Mumbai,1500000,A. Sharma,Mid-Market,39,B,Active
CUST0446,Apex Enterprises,Automotive,West,Jaipur,1000000,N. Verma,SME,42,B,Active
CUST0447,Apex Industries,IT Services,South,Bengaluru,2000000,V. Rao,Mid-Market,15,A,Active
CUST0448,Delta Pharma,Automotive,East,Jaipur,1500000,K. Gupta,Mid-Market,23,A,Active
CUST0449,Alpha Foods,Pharma,East,Mumbai,2000000,A. Sharma,SME,32,B,Active
CUST0450,Nova Foods,Construction,South,Hyderabad,500000,V. Rao,Enterprise,71,D,Active
CUST0451,Delta Foods,IT Services,East,Jaipur,1500000,K. Gupta,SME,28,A,Active
CUST0452,Zenith Solutions,Pharma,South,Delhi,3000000,S. Kapoor,Mid-Market,80,D,Active
CUST0453,Alpha Foods,Construction,East,Kolkata,2000000,N. Verma,Mid-Market,59,C,Active
CUST0454,Nova Industries,Pharma,North,Mumbai,1500000,V. Rao,Mid-Market,41,B,Active
CUST0455,Apex Logistics,Healthcare,East,Pune,3000000,A. Sharma,Mid-Market,63,C,Active
CUST0456,Gamma Traders,IT Services,North,Delhi,2000000,V. Rao,SME,50,B,Active
CUST0457,Alpha Pharma,Manufacturing,West,Kolkata,2000000,K. Gupta,Mid-Market,47,B,Active
CUST0458,Beta Foods,FMCG,West,Bengaluru,250000,A. Sharma,Mid-Market,44,B,Active
CUST0459,Beta Pharma,Automotive,North,Jaipur,3000000,N. Verma,SME,21,A,Active
CUST0460,Prime Foods,Retail,North,Pune,250000,V. Rao,Enterprise,23,A,Active
CUST0461,Apex Foods,Pharma,East,Bengaluru,2000000,N. Verma,Enterprise,31,B,Active
CUST0462,Apex Traders,IT Services,East,Delhi,1000000,R. Singh,Enterprise,60,C,Active
CUST0463,Global Pharma,Pharma,North,Kolkata,2000000,V. Rao,Mid-Market,54,C,Active
CUST0464,Delta Foods,Automotive,South,Pune,2000000,K. Gupta,SME,77,D,Active
CUST0465,Nova Pharma,IT Services,East,Hyderabad,1000000,A. Sharma,Mid-Market,75,D,Active
CUST0466,Global Logistics,Manufacturing,West,Mumbai,1000000,R. Singh,Enterprise,74,D,Active
CUST0467,Global Logistics,Pharma,East,Jaipur,1000000,A. Sharma,SME,67,C,Active
CUST0468,Beta Retail,Manufacturing,South,Jaipur,1500000,N. Verma,Mid-Market,20,A,Active
CUST0469,Alpha Industries,Manufacturing,North,Kolkata,1000000,P. Mehta,SME,72,D,Active
CUST0470,Vertex Traders,Retail,East,Kolkata,1000000,R. Singh,Mid-Market,73,D,Active
CUST0471,Nova Logistics,Healthcare,West,Delhi,500000,R. Singh,Enterprise,73,D,Active
CUST0472,Gamma Logistics,Healthcare,East,Hyderabad,1000000,A. Sharma,Enterprise,78,D,Active
CUST0473,Prime Traders,IT Services,North,Mumbai,500000,R. Singh,Mid-Market,58,C,Active
CUST0474,Apex Enterprises,Healthcare,South,Hyderabad,1000000,N. Verma,Enterprise,74,D,Active
CUST0475,Zenith Industries,IT Services,North,Pune,250000,K. Gupta,SME,78,D,Active
CUST0476,Vertex Pharma,FMCG,South,Jaipur,1000000,P. Mehta,Mid-Market,67,C,Active
CUST0477,Delta Industries,Healthcare,West,Hyderabad,750000,N. Verma,Enterprise,23,A,Active
CUST0478,Global Pharma,Retail,North,Kolkata,2000000,V. Rao,Enterprise,32,B,Active
CUST0479,Delta Traders,Retail,South,Mumbai,3000000,N. Verma,Mid-Market,31,B,Active
CUST0480,Gamma Enterprises,Automotive,North,Mumbai,750000,P. Mehta,Mid-Market,16,A,Active
CUST0481,Alpha Enterprises,FMCG,East,Mumbai,1000000,A. Sharma,SME,49,B,Active
CUST0482,Vertex Solutions,Manufacturing,West,Kolkata,250000,P. Mehta,SME,28,A,Active
CUST0483,Global Foods,Manufacturing,West,Bengaluru,2000000,A. Sharma,SME,66,C,Active
CUST0484,Vertex Foods,Pharma,East,Pune,1000000,K. Gupta,Enterprise,21,A,Active
CUST0485,Global Traders,Retail,West,Jaipur,1000000,N. Verma,Mid-Market,57,C,Active
CUST0486,Apex Solutions,Construction,North,Pune,2000000,A. Sharma,SME,36,B,Active
CUST0487,Prime Enterprises,Retail,East,Jaipur,250000,N. Verma,Mid-Market,65,C,Active
CUST0488,Beta Pharma,Automotive,West,Hyderabad,3000000,S. Kapoor,SME,61,C,Active
CUST0489,Global Solutions,FMCG,West,Pune,250000,A. Sharma,Enterprise,20,A,Active
CUST0490,Alpha Solutions,Automotive,East,Kolkata,3000000,P. Mehta,SME,28,A,Active
CUST0491,Vertex Foods,Automotive,East,Hyderabad,1000000,A. Sharma,Mid-Market,36,B,Active
CUST0492,Apex Retail,Healthcare,East,Pune,750000,S. Kapoor,SME,66,C,Active
CUST0493,Gamma Traders,Construction,West,Jaipur,2000000,A. Sharma,SME,26,A,Active
CUST0494,Global Enterprises,Pharma,South,Pune,750000,R. Singh,SME,29,A,Active
CUST0495,Alpha Enterprises,Automotive,South,Pune,1000000,A. Sharma,Enterprise,79,D,Active
CUST0496,Zenith Industries,FMCG,South,Mumbai,500000,N. Verma,Enterprise,71,D,Active
CUST0497,Delta Traders,Manufacturing,West,Hyderabad,2000000,K. Gupta,Enterprise,39,B,Active
CUST0498,Zenith Logistics,Manufacturing,South,Chennai,3000000,N. Verma,Mid-Market,25,A,Active
CUST0499,Vertex Traders,Pharma,South,Bengaluru,500000,K. Gupta,Enterprise,41,B,Active
